id,Park name,Observed on,Taxon name,URL,Number of observation photo,Image number,Tagged by,Flower_Genus,Flower_species,Flower_IDer,FLW_ID_Conf,Notes,project
170531076,Broward_Fern Forest Nature Center,6/29/2023,Hylephila phyleus,https://www.inaturalist.org/observations/170531076,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
170531273,Broward_Fern Forest Nature Center,6/29/2023,Danaus eresimus,https://www.inaturalist.org/observations/170531273,3,1,Thomas,Psychotria,nervosa,Jake,100%,NA,Thomas
170919040,Broward_Markham Park,2/12/2023,Dryas iulia,https://www.inaturalist.org/observations/170919040,NA,NA,Thomas,Pluchea,carolinensis,Lange,NA,NA,NA
171268701,Broward_Markham Park,7/4/2023,Heliconius charithonia tuckeri,https://www.inaturalist.org/observations/171268701,1,1,MaryJo,Hamelia,patens,Toni,100%,NA,Thomas
171271152,Broward_Markham Park,7/4/2023,Phyciodes phaon,https://www.inaturalist.org/observations/171271152,NA,NA,Thomas,Phyla,nodiflora,Lange,NA,NA,NA
171593168,Broward_Fern Forest Nature Center,7/7/2023,Erynnis horatius,https://www.inaturalist.org/observations/171593168,1,1,Thomas,Spermacoce,verticillata,Toni,100%,NA,Thomas
172050079,Broward_Markham Park,7/9/2023,Anartia jatrophae,https://www.inaturalist.org/observations/172050079,3,1,MaryJo,Sphagneticola,trilobata,Lange,NA,NA,Thomas
172554051,Broward_Markham Park,7/4/2023,Oligoria maculata,https://www.inaturalist.org/observations/172554051,NA,NA,Thomas,Ruellia,simplex,Lange,NA,NA,NA
173322158,Broward_Markham Park,3/18/2023,Urbanus proteus,https://www.inaturalist.org/observations/173322158,1,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
173815433,Broward_Kristin Jacobs Natural Area at Hillsboro Pineland,4/13/2023,Heliconius charithonia,https://www.inaturalist.org/observations/173815433,NA,NA,Thomas,Psychotria,nervosa,Toni,100%,NA,NA
173816013,Broward_Kristin Jacobs Natural Area at Hillsboro Pineland,2/1/2022,Marpesia petreus,https://www.inaturalist.org/observations/173816013,NA,NA,Thomas,Serenoa,repens,Toni,100%,NA,NA
173816666,Broward_Central Broward Regional Park,11/3/2022,Dione vanillae,https://www.inaturalist.org/observations/173816666,NA,NA,Thomas,Stachytarpheta,jamaicensis,Toni,100%,NA,NA
174719532,Broward_Miramar Pineland Natural Area,7/24/2023,Erynnis horatius,https://www.inaturalist.org/observations/174719532,NA,NA,Thomas,NA,NA,NA,NA,Insect on ground,NA
174769250,Broward_Miramar Pineland Natural Area,7/24/2023,Strymon istapa,https://www.inaturalist.org/observations/174769250,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
174896100,Broward_Markham Park,7/25/2023,Dione vanillae,https://www.inaturalist.org/observations/174896100,NA,NA,Thomas,Stachytarpheta,jamaicensis,Lange,NA,NA,NA
174917933,Broward_Anne Kolb Nature Center,7/24/2023,Apis mellifera,https://www.inaturalist.org/observations/174917933,1,1,Tessa,Guaiacum,sanctum,Lange,NA,NA,Thomas
174918324,Broward_Anne Kolb Nature Center,7/24/2023,Heliconius charithonia,https://www.inaturalist.org/observations/174918324,NA,NA,Thomas,Jatropha,integerrima,Lange,NA,NA,NA
175850615,Broward_Markham Park,3/24/2023,Danaus eresimus,https://www.inaturalist.org/observations/175850615,1,1,MaryJo,Ageratum,NA,Toni,100%,NA,Thomas
176830371,Broward_Fern Forest Nature Center,8/5/2023,Danaus gilippus,https://www.inaturalist.org/observations/176830371,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
176830515,Broward_Fern Forest Nature Center,8/5/2023,Erynnis horatius,https://www.inaturalist.org/observations/176830515,1,1,Thomas,Spermacoce,verticillata,Toni,100%,NA,Thomas
177712731,Broward_Anne Kolb Nature Center,4/13/2022,Junonia neildi,https://www.inaturalist.org/observations/177712731,1,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
178880468,Broward_Markham Park,8/17/2023,Anartia jatrophae,https://www.inaturalist.org/observations/178880468,3,1,MaryJo,Phyla,nodiflora,Toni,100%,NA,Thomas
178880537,Broward_Markham Park,8/17/2023,Heliconius charithonia,https://www.inaturalist.org/observations/178880537,1,1,MaryJo,Hamelia,patens,Toni,100%,NA,Thomas
179184975,Broward_Tradewinds Park,8/15/2023,Anartia jatrophae,https://www.inaturalist.org/observations/179184975,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
180382128,Broward_Fern Forest Nature Center,8/26/2023,Danaus gilippus,https://www.inaturalist.org/observations/180382128,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
180382171,Broward_Fern Forest Nature Center,8/26/2023,Erynnis horatius,https://www.inaturalist.org/observations/180382171,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
180382249,Broward_Fern Forest Nature Center,8/26/2023,Erynnis horatius,https://www.inaturalist.org/observations/180382249,NA,NA,Thomas,Bidens,alba,Lange,NA,NA,NA
180703479,Broward_Tradewinds Park,8/27/2023,Cymaenes tripunctus,https://www.inaturalist.org/observations/180703479,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
181245337,Broward_Anne Kolb Nature Center,9/1/2023,Dryas iulia,https://www.inaturalist.org/observations/181245337,NA,NA,Thomas,Stachytarpheta,jamaicensis,Toni,100%,NA,NA
181249566,Broward_Markham Park,9/1/2023,Heliconius charithonia,https://www.inaturalist.org/observations/181249566,1,1,MaryJo,Hamelia,patens,Toni,100%,NA,Thomas
181251129,Broward_Markham Park,9/1/2023,Eurema daira,https://www.inaturalist.org/observations/181251129,NA,NA,Thomas,Phyla,nodiflora,Lange,NA,NA,NA
181391831,Broward_Markham Park,9/2/2023,Anartia jatrophae,https://www.inaturalist.org/observations/181391831,1,1,MaryJo,Chromolaena,odorata,Lange,NA,NA,Thomas
181552297,Broward_Markham Park,9/2/2023,Anartia jatrophae,https://www.inaturalist.org/observations/181552297,1,1,MaryJo,Bidens,alba,Toni,100%,NA,Thomas
181677702,Broward_Markham Park,9/2/2023,Halictus poeyi,https://www.inaturalist.org/observations/181677702,NA,NA,Thomas,Bidens,alba,Lange,NA,NA,NA
181677710,Broward_Markham Park,9/2/2023,Halictus poeyi,https://www.inaturalist.org/observations/181677710,2,1,MaryJo,cf Bidens,alba,Lange,NA,NA,Thomas
181818576,Broward_Markham Park,9/4/2023,Anartia jatrophae,https://www.inaturalist.org/observations/181818576,1,1,MaryJo,Bidens,alba,Lange,NA,NA,Thomas
181818637,Broward_Markham Park,9/4/2023,Heliconius charithonia,https://www.inaturalist.org/observations/181818637,1,1,MaryJo,Hamelia,patens,Toni,100%,NA,Thomas
181819252,Broward_Markham Park,9/4/2023,Danaus eresimus,https://www.inaturalist.org/observations/181819252,NA,NA,Thomas,Ageratum,conyzoides,Lange,NA,NA,NA
181819391,Broward_Markham Park,9/4/2023,Danaus eresimus,https://www.inaturalist.org/observations/181819391,3,1,MaryJo,Jatropha,integerrima,Toni,100%,NA,Thomas
181819543,Broward_Markham Park,9/4/2023,Danaus plexippus,https://www.inaturalist.org/observations/181819543,1,1,MaryJo,Jatropha,integerrima,Toni,100%,NA,Thomas
181819696,Broward_Markham Park,9/4/2023,Danaus plexippus,https://www.inaturalist.org/observations/181819696,4,1,MaryJo,Asclepias,curassavica,Toni,100%,NA,Thomas
181821006,Broward_Markham Park,9/4/2023,Heliconius charithonia,https://www.inaturalist.org/observations/181821006,2,1,MaryJo,Bidens,alba,Toni,100%,NA,Thomas
181942292,Oakland Park_Stunson Nature Trail,9/1/2023,Danaus gilippus,https://www.inaturalist.org/observations/181942292,1,1,Thomas,Bidens,alba,Toni,100%,NA,Thomas
182070998,Broward_Anne Kolb Nature Center,9/6/2023,Dione vanillae,https://www.inaturalist.org/observations/182070998,4,3,Tessa,Stachytarpheta,jamaicensis,Jake,100%,NA,Thomas
182464057,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Apis mellifera,https://www.inaturalist.org/observations/182464057,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
182468750,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Anartia jatrophae,https://www.inaturalist.org/observations/182468750,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
182470976,Broward_Quiet Waters Park,9/9/2023,Erynnis horatius,https://www.inaturalist.org/observations/182470976,3,2,Lucas,Bidens,alba,Toni,100%,NA,Thomas
182471022,Broward_Quiet Waters Park,9/9/2023,Erynnis horatius,https://www.inaturalist.org/observations/182471022,1,1,Thomas,Bidens,alba,Toni,100%,NA,Thomas
182471698,Broward_Quiet Waters Park,9/9/2023,Apis mellifera,https://www.inaturalist.org/observations/182471698,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
182473067,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Apis mellifera,https://www.inaturalist.org/observations/182473067,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
182475436,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Apis mellifera,https://www.inaturalist.org/observations/182475436,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
182475539,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Anartia jatrophae,https://www.inaturalist.org/observations/182475539,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
182476312,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Apis mellifera,https://www.inaturalist.org/observations/182476312,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
182479451,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Anartia jatrophae,https://www.inaturalist.org/observations/182479451,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
182519023,Broward_Snake Warriors Island,9/9/2023,Anartia jatrophae,https://www.inaturalist.org/observations/182519023,NA,NA,Thomas,Sagittaria,NA,Toni,100%,NA,NA
182527886,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Apis mellifera,https://www.inaturalist.org/observations/182527886,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
182529754,Broward_Snake Warriors Island,9/9/2023,Erynnis horatius,https://www.inaturalist.org/observations/182529754,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
182577395,Plantation_Plantation Preserve Park & Linear Trail,9/9/2023,Dryas iulia,https://www.inaturalist.org/observations/182577395,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
183100833,Broward_Miramar Pineland Natural Area,9/13/2023,Eumaeus atala,https://www.inaturalist.org/observations/183100833,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183154845,Broward_Miramar Pineland Natural Area,9/13/2023,Megachile albitarsis,https://www.inaturalist.org/observations/183154845,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183154846,Broward_Miramar Pineland Natural Area,9/13/2023,Apis mellifera,https://www.inaturalist.org/observations/183154846,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183154862,Broward_Miramar Pineland Natural Area,9/13/2023,Lerodea eufala,https://www.inaturalist.org/observations/183154862,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
183154887,Broward_Miramar Pineland Natural Area,9/13/2023,Erynnis horatius,https://www.inaturalist.org/observations/183154887,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183154899,Broward_Miramar Pineland Natural Area,9/13/2023,Lerodea eufala,https://www.inaturalist.org/observations/183154899,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183154900,Broward_Miramar Pineland Natural Area,9/13/2023,Phyciodes phaon,https://www.inaturalist.org/observations/183154900,NA,NA,Thomas,Phyla,nodiflora,Lange,NA,NA,NA
183164463,Broward_Miramar Pineland Natural Area,9/13/2023,Cymaenes tripunctus,https://www.inaturalist.org/observations/183164463,1,1,Noelle,Bidens,alba,Toni,100%,NA,Thomas
183196360,Plantation_Plantation Preserve Park & Linear Trail,9/5/2023,Thorybes dorantes,https://www.inaturalist.org/observations/183196360,1,1,Lucas,cf Iresine,diffusa,Lange,NA,NA,Thomas
183198024,Broward_Miramar Pineland Natural Area,9/13/2023,Eumaeus atala,https://www.inaturalist.org/observations/183198024,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183198033,Broward_Miramar Pineland Natural Area,9/13/2023,Syngamia florella,https://www.inaturalist.org/observations/183198033,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
183198034,Broward_Miramar Pineland Natural Area,9/13/2023,Megachile albitarsis,https://www.inaturalist.org/observations/183198034,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183198040,Broward_Miramar Pineland Natural Area,9/13/2023,Erynnis horatius,https://www.inaturalist.org/observations/183198040,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183198041,Broward_Miramar Pineland Natural Area,9/13/2023,Cymaenes tripunctus,https://www.inaturalist.org/observations/183198041,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183198058,Broward_Miramar Pineland Natural Area,9/13/2023,Lerodea eufala,https://www.inaturalist.org/observations/183198058,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
183198061,Broward_Miramar Pineland Natural Area,9/13/2023,Lerodea eufala,https://www.inaturalist.org/observations/183198061,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
183198074,Broward_Miramar Pineland Natural Area,9/13/2023,Lerodea eufala,https://www.inaturalist.org/observations/183198074,NA,NA,Thomas,Sida,ulmifolia,Toni,100%,NA,NA
183198075,Broward_Miramar Pineland Natural Area,9/13/2023,Hylephila phyleus,https://www.inaturalist.org/observations/183198075,NA,NA,Thomas,Phyla,nodiflora,Toni,100%,NA,NA
183211031,Broward_Miramar Pineland Natural Area,9/13/2023,Cymaenes tripunctus,https://www.inaturalist.org/observations/183211031,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183517245,Broward_Everglades Holiday Park,9/16/2023,Erynnis horatius,https://www.inaturalist.org/observations/183517245,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
183855393,Broward_Tradewinds Park,9/17/2023,Phoebis philea,https://www.inaturalist.org/observations/183855393,NA,NA,Thomas,Hamelia,patens,Lange,NA,NA,NA
184459014,Broward_Anne Kolb Nature Center,9/21/2023,Dryas iulia,https://www.inaturalist.org/observations/184459014,1,1,Tessa,Bidens,alba,Jake,100%,NA,Thomas
184543542,Broward_Central Broward Regional Park,9/23/2023,Phoebis statira,https://www.inaturalist.org/observations/184543542,NA,NA,Thomas,Stachytarpheta,cayanensis,Lange,NA,NA,NA
184564514,Broward_Central Broward Regional Park,9/23/2023,Halictus poeyi,https://www.inaturalist.org/observations/184564514,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
184564553,Broward_Central Broward Regional Park,9/23/2023,Halictus poeyi,https://www.inaturalist.org/observations/184564553,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
184565197,Broward_Central Broward Regional Park,9/23/2023,Poecilanthrax lucifer,https://www.inaturalist.org/observations/184565197,1,1,Lucas,Polygonum,polygomum,Lange,NA,NA,Thomas
184572933,Oakland Park_Stunson Nature Trail,9/23/2023,Danaus plexippus,https://www.inaturalist.org/observations/184572933,1,1,Thomas,Hamelia,patens,Toni,100%,NA,Thomas
184575544,Oakland Park_Stunson Nature Trail,9/23/2023,Danaus gilippus,https://www.inaturalist.org/observations/184575544,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
184577830,Oakland Park_Stunson Nature Trail,9/23/2023,Anartia jatrophae,https://www.inaturalist.org/observations/184577830,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
184793674,Broward_Markham Park,9/17/2023,Phoebis philea,https://www.inaturalist.org/observations/184793674,2,1,MaryJo,Hamelia,patens,Toni,100%,NA,Thomas
185143408,Broward_Central Broward Regional Park,9/23/2023,Dryas iulia,https://www.inaturalist.org/observations/185143408,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
185143410,Broward_Central Broward Regional Park,9/23/2023,Dione vanillae,https://www.inaturalist.org/observations/185143410,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
185751345,Broward_Central Broward Regional Park,9/23/2023,Heliconius charithonia,https://www.inaturalist.org/observations/185751345,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
185751352,Broward_Central Broward Regional Park,9/23/2023,Phoebis statira,https://www.inaturalist.org/observations/185751352,NA,NA,Thomas,Stachytarpheta,jamaicensis,Lange,NA,NA,NA
187677032,Broward_Tree Tops Park,10/15/2023,Marpesia petreus,https://www.inaturalist.org/observations/187677032,NA,NA,Thomas,Verbesina,virginica,Lange,NA,NA,NA
187762904,Broward_Anne Kolb Nature Center,10/14/2023,Phoebis agarithe,https://www.inaturalist.org/observations/187762904,1,1,Tessa,cf Sophora,tomentosa,Lange,NA,NA,Thomas
187762906,Broward_Anne Kolb Nature Center,10/14/2023,Urbanus proteus,https://www.inaturalist.org/observations/187762906,1,1,Tessa,Stachytarpheta,jamaicensis,Jake,100%,NA,Thomas
189857121,Broward_Tree Tops Park,11/2/2023,Dryas iulia,https://www.inaturalist.org/observations/189857121,NA,NA,Thomas,Verbesina,virginica,Lange,NA,NA,NA
190231649,Broward_Fern Forest Nature Center,11/6/2023,Pyrisitia lisa,https://www.inaturalist.org/observations/190231649,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
190736453,Broward_Markham Park,1/13/2016,Heliconius charithonia,https://www.inaturalist.org/observations/190736453,NA,NA,Thomas,Bidens,alba,Lange,NA,NA,NA
190739043,Broward_Snake Warriors Island,11/7/2023,Apis mellifera,https://www.inaturalist.org/observations/190739043,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
190739046,Broward_Snake Warriors Island,11/7/2023,Junonia coenia,https://www.inaturalist.org/observations/190739046,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
190739050,Broward_Snake Warriors Island,11/7/2023,Hylephila phyleus,https://www.inaturalist.org/observations/190739050,NA,NA,Thomas,cf Richardia,sp.,Lange,NA,NA,NA
190739051,Broward_Snake Warriors Island,11/7/2023,Anartia jatrophae,https://www.inaturalist.org/observations/190739051,1,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
190739052,Broward_Snake Warriors Island,11/7/2023,Nathalis iole,https://www.inaturalist.org/observations/190739052,1,1,MaryJo,Sida,ulmifolia,Lange,NA,NA,Thomas
190739053,Broward_Snake Warriors Island,11/7/2023,Apis mellifera,https://www.inaturalist.org/observations/190739053,NA,NA,Thomas,Mikania,scandens,Toni,100%,NA,NA
190739056,Broward_Snake Warriors Island,11/7/2023,Apis mellifera,https://www.inaturalist.org/observations/190739056,NA,NA,Thomas,Sphagneticola,trilobata,Toni,100%,NA,NA
190930950,Broward_Long Key Natural Area and Nature Center,11/13/2023,Anartia jatrophae,https://www.inaturalist.org/observations/190930950,2,1,Noelle,Bidens,alba,Lange,NA,NA,Thomas
190955363,Broward_Vista View Park,11/13/2023,Thorybes dorantes,https://www.inaturalist.org/observations/190955363,NA,NA,Thomas,Richardia,grandiflora,Lange,NA,NA,NA
190955501,Broward_Vista View Park,11/13/2023,Marpesia petreus,https://www.inaturalist.org/observations/190955501,NA,NA,Thomas,Baccharis,glomeruliflora,Toni,100%,NA,NA
191190679,Broward_Highlands Scrub Natural Area,11/16/2023,Apis mellifera,https://www.inaturalist.org/observations/191190679,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
191196157,Broward_Highlands Scrub Natural Area,11/16/2023,Anartia jatrophae,https://www.inaturalist.org/observations/191196157,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
191611450,Broward_Miramar Pineland Natural Area,11/20/2023,Strymon istapa,https://www.inaturalist.org/observations/191611450,3,1,Lucas,Waltheria,indica,Lange,NA,NA,Thomas
192094288,Broward_Markham Park,11/25/2023,Anartia jatrophae,https://www.inaturalist.org/observations/192094288,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
192252080,Broward_Markham Park,11/26/2023,Danaus eresimus,https://www.inaturalist.org/observations/192252080,1,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
192344324,Broward_Woodmont Natural Area,11/27/2023,Heraclides cresphontes,https://www.inaturalist.org/observations/192344324,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
192344419,Broward_Woodmont Natural Area,11/27/2023,Dione vanillae,https://www.inaturalist.org/observations/192344419,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
192945235,Broward_Vista View Park,12/3/2023,Danaus plexippus,https://www.inaturalist.org/observations/192945235,1,1,Thomas,Richardia,grandiflora,Toni,100%,NA,Thomas
193034124,Broward_Miramar Pineland Natural Area,12/3/2023,Agapostemon splendens,https://www.inaturalist.org/observations/193034124,1,1,Tessa,Richardia,grandiflora,Toni,100%,NA,Thomas
193034174,Broward_Miramar Pineland Natural Area,12/3/2023,Hyles lineata,https://www.inaturalist.org/observations/193034174,NA,NA,Thomas,Richardia,grandiflora,Lange,NA,NA,NA
193034502,Broward_Miramar Pineland Natural Area,12/3/2023,Strymon istapa,https://www.inaturalist.org/observations/193034502,1,1,Lucas,Waltheria,indica,Lange,NA,NA,Thomas
193062710,Broward_Markham Park,12/4/2023,Dryas iulia,https://www.inaturalist.org/observations/193062710,1,1,Tessa,Chromolaena,odorata,Toni,100%,NA,Thomas
194047518,Broward_Quiet Waters Park,12/15/2023,Heliconius charithonia,https://www.inaturalist.org/observations/194047518,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
194292211,Plantation_Plantation Preserve Park & Linear Trail,12/18/2023,Apis mellifera,https://www.inaturalist.org/observations/194292211,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
194310628,Broward_Markham Park,12/18/2023,Cymaenes tripunctus,https://www.inaturalist.org/observations/194310628,1,1,Tessa,Richardia,grandiflora,Toni,100%,NA,Thomas
194311054,Broward_Markham Park,12/18/2023,Phoebis philea,https://www.inaturalist.org/observations/194311054,NA,NA,Thomas,Calliandra,haematocephala,Lange,NA,NA,NA
194311095,Broward_Markham Park,12/18/2023,Danaus gilippus,https://www.inaturalist.org/observations/194311095,2,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
194311300,Broward_Markham Park,12/18/2023,Dione vanillae,https://www.inaturalist.org/observations/194311300,1,1,Tessa,Richardia,grandiflora,Toni,100%,NA,Thomas
194311386,Broward_Markham Park,12/18/2023,Marpesia petreus,https://www.inaturalist.org/observations/194311386,NA,NA,Thomas,Eupatorium,serotinum,Lange,NA,NA,NA
194311586,Broward_Markham Park,12/18/2023,Eurema daira,https://www.inaturalist.org/observations/194311586,NA,NA,Thomas,Richardia,grandiflora,Lange,NA,NA,NA
194311665,Broward_Markham Park,12/18/2023,Cymaenes tripunctus,https://www.inaturalist.org/observations/194311665,1,1,Tessa,Richardia,grandiflora,Toni,100%,NA,Thomas
194311724,Broward_Markham Park,12/18/2023,Eurema daira,https://www.inaturalist.org/observations/194311724,1,1,Tessa,Stylosanthes,hamata,Lange,NA,NA,Thomas
194311823,Broward_Markham Park,12/18/2023,Danaus eresimus,https://www.inaturalist.org/observations/194311823,1,1,Tessa,Chromolaena,odorata,Toni,100%,NA,Thomas
194311884,Broward_Markham Park,12/18/2023,Marpesia petreus,https://www.inaturalist.org/observations/194311884,NA,NA,Thomas,Eupatorium,serotinum,Lange,NA,NA,NA
194311937,Broward_Markham Park,12/18/2023,Polygonus leo,https://www.inaturalist.org/observations/194311937,NA,NA,Thomas,Eupatorium,serotinum,Lange,NA,NA,NA
194312001,Broward_Markham Park,12/18/2023,Thorybes dorantes,https://www.inaturalist.org/observations/194312001,NA,NA,Thomas,Eupatorium,serotinum,Lange,NA,NA,NA
194312148,Broward_Markham Park,12/18/2023,Eurema daira,https://www.inaturalist.org/observations/194312148,NA,NA,Thomas,Richardia,grandiflora,Lange,NA,NA,NA
194312179,Broward_Markham Park,12/18/2023,Thorybes dorantes,https://www.inaturalist.org/observations/194312179,1,1,Tessa,Sphagneticola,trilobata,Lange,NA,NA,Thomas
194506965,Plantation_Plantation Preserve Park & Linear Trail,12/18/2023,Anartia jatrophae,https://www.inaturalist.org/observations/194506965,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
194526037,Broward_Markham Park,12/21/2023,Phoebis philea,https://www.inaturalist.org/observations/194526037,NA,NA,Thomas,Mannettia,cf bicolor,Lange,NA,NA,NA
194585401,Broward_Fern Forest Nature Center,12/22/2023,Marpesia petreus,https://www.inaturalist.org/observations/194585401,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
194585410,Broward_Fern Forest Nature Center,12/22/2023,Heraclides cresphontes,https://www.inaturalist.org/observations/194585410,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
194686779,Broward_Tradewinds Park,12/19/2023,Urbanus proteus,https://www.inaturalist.org/observations/194686779,NA,NA,Thomas,Richardia,grandiflora,Lange,NA,NA,NA
194687745,Broward_Tradewinds Park,12/19/2023,Phoebis philea,https://www.inaturalist.org/observations/194687745,NA,NA,Thomas,Passiflora,coccinea,Lange,NA,NA,NA
194935014,Broward_Plantation Heritage Park,12/26/2023,Syngamia florella,https://www.inaturalist.org/observations/194935014,NA,NA,Thomas,Borreria,diacrodonta,Lange,NA,NA,NA
195225108,Pembroke Pines_Chapel Trail Nature Preserve,12/27/2023,Danaus plexippus,https://www.inaturalist.org/observations/195225108,2,1,Lucas,Calliandra,NA,Toni,100%,NA,Thomas
195225369,Pembroke Pines_Chapel Trail Nature Preserve,12/27/2023,Apis mellifera,https://www.inaturalist.org/observations/195225369,NA,NA,Thomas,Centratherum,punctatum,Toni,100%,NA,NA
195487196,Fort Lauderdale_Snyder Park,12/23/2023,Marpesia petreus,https://www.inaturalist.org/observations/195487196,NA,NA,Thomas,Chromolaena,odorata,Lange,NA,NA,NA
195876774,Broward_Quiet Waters Park,1/3/2024,Anticarsia gemmatalis,https://www.inaturalist.org/observations/195876774,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
195973623,Plantation_Plantation Preserve Park & Linear Trail,1/6/2024,Marpesia petreus,https://www.inaturalist.org/observations/195973623,NA,NA,Thomas,Chrysobalanus,icaco,Toni,100%,NA,NA
195973639,Plantation_Plantation Preserve Park & Linear Trail,1/6/2024,Heliconius charithonia tuckeri,https://www.inaturalist.org/observations/195973639,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
196361110,Broward_Tradewinds Park,1/11/2024,Danaus plexippus,https://www.inaturalist.org/observations/196361110,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
196812026,Broward_Markham Park,1/13/2024,Heliconius charithonia,https://www.inaturalist.org/observations/196812026,1,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
196812038,Broward_Markham Park,1/13/2024,Apis mellifera,https://www.inaturalist.org/observations/196812038,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
196812132,Broward_Markham Park,1/13/2024,Thorybes dorantes,https://www.inaturalist.org/observations/196812132,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
196812212,Broward_Markham Park,1/13/2024,Dryas iulia,https://www.inaturalist.org/observations/196812212,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
196812282,Broward_Markham Park,1/13/2024,Syngamia florella,https://www.inaturalist.org/observations/196812282,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
196812513,Broward_Markham Park,1/13/2024,Marpesia petreus,https://www.inaturalist.org/observations/196812513,1,1,Tessa,Cestrum,diurnum,Toni,100%,NA,Thomas
196812717,Broward_Markham Park,1/13/2024,Eurema daira,https://www.inaturalist.org/observations/196812717,1,1,Tessa,Stylosanthes,hamata,Lange,NA,NA,Thomas
